Airline,Date_of_Journey,Source,Destination,Route,Stop 1,Stop 2,Stop 3,Stop 4,Dep_Time,Arrival_Details,Arrival_Date,Arrival_Time,No_of_Days,Duration_hour,Duration_minute,Total_Stops,Additional_Info,Price,Price_Bucket
Air India,03-06-2019,Delhi,Cochin,DEL?LKO?BOM?COK,LKO,BOM,NoSTOP,NoSTOP,12:20,04-06-2019 19:15,4-6-2019,7:15 PM,1,30,55,2,No info,12488,MEDIUM
IndiGo,15-04-2019,Banglore,Delhi,BLR?DEL,NoSTOP,NoSTOP,NoSTOP,NoSTOP,18:25,21:20,15-04-2019,9:20 PM,0,2,55,0,No info,4823,LOW
Air India,09-03-2019,Delhi,Cochin,DEL?BHO?BOM?COK,BHO,BOM,NoSTOP,NoSTOP,5:55,10-03-2019 19:15,10-3-2019,7:15 PM,1,37,20,2,No info,14483,MEDIUM
Air India,24-06-2019,Delhi,Cochin,DEL?HYD?BOM?COK,HYD,BOM,NoSTOP,NoSTOP,17:15,25-06-2019 19:15,25-6-2019,7:15 PM,1,26,0,2,No info,11989,MEDIUM
Jet Airways,21-05-2019,Delhi,Cochin,DEL?BOM?COK,BOM,NoSTOP,NoSTOP,NoSTOP,22:50,22-05-2019 19:00,22-5-2019,7:00 PM,0,20,10,1,No info,16079,HIGH
Jet Airways,06-05-2019,Kolkata,Banglore,CCU?DEL?BLR,DEL,NoSTOP,NoSTOP,NoSTOP,9:35,07-05-2019 10:55,7-5-2019,10:55 AM,1,25,20,1,No info,13067,MEDIUM
IndiGo,12-06-2019,Delhi,Cochin,DEL?HYD?COK,HYD,NoSTOP,NoSTOP,NoSTOP,5:05,16:10,12-06-2019,4:10 PM,0,11,5,1,No info,6818,LOW
Jet Airways,12-05-2019,Kolkata,Banglore,CCU?BOM?BLR,BOM,NoSTOP,NoSTOP,NoSTOP,8:25,13-05-2019 8:15,13-5-2019,8:15 AM,0,23,50,1,No info,13941,MEDIUM
Multiple carriers,24-06-2019,Delhi,Cochin,DEL?BOM?COK,BOM,NoSTOP,NoSTOP,NoSTOP,9:00,19:00,24-06-2019,7:00 PM,0,10,0,1,No info,12927,MEDIUM
IndiGo,15-05-2019,Kolkata,Banglore,CCU?BLR,NoSTOP,NoSTOP,NoSTOP,NoSTOP,22:15,16-05-2019 0:50,16-5-2019,12:50 AM,0,2,35,0,No info,4804,LOW
Jet Airways,01-04-2019,Delhi,Cochin,DEL?BOM?COK,BOM,NoSTOP,NoSTOP,NoSTOP,16:00,02-04-2019 12:35,2-4-2019,12:35 PM,0,20,35,1,In-flight meal not included,5406,LOW
IndiGo,21-03-2019,Delhi,Cochin,DEL?BOM?COK,BOM,NoSTOP,NoSTOP,NoSTOP,10:45,22-03-2019 1:35,22-3-2019,1:35 AM,0,14,50,1,No info,7318,LOW
IndiGo,21-03-2019,Chennai,Kolkata,MAA?CCU,NoSTOP,NoSTOP,NoSTOP,NoSTOP,7:55,10:15,21-03-2019,10:15 AM,0,2,20,0,No info,3384,LOW
Air Asia,03-06-2019,Delhi,Cochin,DEL?BLR?COK,BLR,NoSTOP,NoSTOP,NoSTOP,20:45,04-06-2019 6:35,4-6-2019,6:35 AM,0,9,50,1,No info,11410,MEDIUM
Jet Airways,15-03-2019,Banglore,New Delhi,BLR?BOM?DEL,BOM,NoSTOP,NoSTOP,NoSTOP,5:45,13:15,15-03-2019,1:15 PM,0,7,30,1,In-flight meal not included,9134,LOW
Jet Airways,21-03-2019,Banglore,New Delhi,BLR?BOM?DEL,BOM,NoSTOP,NoSTOP,NoSTOP,14:05,21:20,21-03-2019,9:20 PM,0,7,15,1,In-flight meal not included,7832,LOW
Jet Airways,06-03-2019,Banglore,New Delhi,BLR?BOM?DEL,BOM,NoSTOP,NoSTOP,NoSTOP,8:55,07-03-2019 7:40,7-3-2019,7:40 AM,0,22,45,1,No info,14815,MEDIUM
IndiGo,03-06-2019,Banglore,Delhi,BLR?DEL,NoSTOP,NoSTOP,NoSTOP,NoSTOP,23:30,04-06-2019 2:20,4-6-2019,2:20 AM,0,2,50,0,No info,4591,LOW
Jet Airways,09-05-2019,Delhi,Cochin,DEL?BOM?COK,BOM,NoSTOP,NoSTOP,NoSTOP,22:50,10-05-2019 19:00,10-5-2019,7:00 PM,0,20,10,1,In-flight meal not included,12373,MEDIUM
Air Asia,09-03-2019,Banglore,New Delhi,BLR?DEL,NoSTOP,NoSTOP,NoSTOP,NoSTOP,5:50,8:40,09-03-2019,8:40 AM,0,2,50,0,No info,4284,LOW
Jet Airways,18-05-2019,Kolkata,Banglore,CCU?BOM?BLR,BOM,NoSTOP,NoSTOP,NoSTOP,5:45,19-05-2019 4:40,19-5-2019,4:40 AM,0,22,55,1,No info,13941,MEDIUM
Jet Airways,09-03-2019,Delhi,Cochin,DEL?BOM?COK,BOM,NoSTOP,NoSTOP,NoSTOP,17:25,10-03-2019 18:50,10-3-2019,6:50 PM,1,25,25,1,No info,16289,HIGH
IndiGo,24-06-2019,Delhi,Cochin,DEL?PNQ?COK,PNQ,NoSTOP,NoSTOP,NoSTOP,23:30,25-06-2019 4:35,25-6-2019,4:35 AM,0,5,5,1,No info,9165,LOW
Jet Airways,21-06-2019,Banglore,Delhi,BLR?DEL,NoSTOP,NoSTOP,NoSTOP,NoSTOP,6:00,8:45,21-06-2019,8:45 AM,0,2,45,0,No info,8016,LOW
Air Asia,01-04-2019,Kolkata,Banglore,CCU?DEL?BLR,DEL,NoSTOP,NoSTOP,NoSTOP,22:40,02-04-2019 10:40,2-4-2019,10:40 AM,0,12,0,1,No info,5192,LOW
Jet Airways,09-06-2019,Kolkata,Banglore,CCU?BOM?BLR,BOM,NoSTOP,NoSTOP,NoSTOP,21:10,10-06-2019 8:15,10-6-2019,8:15 AM,0,11,5,1,No info,14939,MEDIUM
Jet Airways,01-03-2019,Banglore,New Delhi,BLR?BOM?DEL,BOM,NoSTOP,NoSTOP,NoSTOP,11:40,02-03-2019 9:30,2-3-2019,9:30 AM,0,21,50,1,No info,25735,VERY HIGH
Multiple carriers,03-06-2019,Delhi,Cochin,DEL?BOM?COK,BOM,NoSTOP,NoSTOP,NoSTOP,10:00,19:00,03-06-2019,7:00 PM,0,9,0,1,No info,14502,MEDIUM
Jet Airways,12-03-2019,Banglore,New Delhi,BLR?BOM?DEL,BOM,NoSTOP,NoSTOP,NoSTOP,22:55,13-03-2019 12:25,13-3-2019,12:25 PM,0,13,30,1,No info,13817,MEDIUM
Jet Airways,24-05-2019,Kolkata,Banglore,CCU?DEL?BLR,DEL,NoSTOP,NoSTOP,NoSTOP,9:35,18:00,24-05-2019,6:00 PM,0,8,25,1,No info,14151,MEDIUM
Multiple carriers,06-03-2019,Delhi,Cochin,DEL?BOM?COK,BOM,NoSTOP,NoSTOP,NoSTOP,10:45,19:15,06-03-2019,7:15 PM,0,8,30,1,No info,15077,HIGH
Multiple carriers,12-06-2019,Delhi,Cochin,DEL?BOM?COK,BOM,NoSTOP,NoSTOP,NoSTOP,9:00,19:00,12-06-2019,7:00 PM,0,10,0,1,No info,12192,MEDIUM
SpiceJet,21-05-2019,Mumbai,Hyderabad,BOM?HYD,NoSTOP,NoSTOP,NoSTOP,NoSTOP,13:15,14:45,21-05-2019,2:45 PM,0,1,30,0,No check-in baggage included,1965,LOW
IndiGo,18-05-2019,Chennai,Kolkata,MAA?CCU,NoSTOP,NoSTOP,NoSTOP,NoSTOP,7:55,10:15,18-05-2019,10:15 AM,0,2,20,0,No info,3850,LOW
IndiGo,01-06-2019,Mumbai,Hyderabad,BOM?HYD,NoSTOP,NoSTOP,NoSTOP,NoSTOP,16:55,18:25,01-06-2019,6:25 PM,0,1,30,0,No info,3175,LOW
Jet Airways,21-05-2019,Banglore,Delhi,BLR?DEL,NoSTOP,NoSTOP,NoSTOP,NoSTOP,18:55,22:00,21-05-2019,10:00 PM,0,3,5,0,No info,7229,LOW
Jet Airways,27-05-2019,Delhi,Cochin,DEL?BOM?COK,BOM,NoSTOP,NoSTOP,NoSTOP,19:15,28-05-2019 19:00,28-5-2019,7:00 PM,0,23,45,1,No info,16079,HIGH
IndiGo,27-03-2019,Mumbai,Hyderabad,BOM?HYD,NoSTOP,NoSTOP,NoSTOP,NoSTOP,9:10,10:40,27-03-2019,10:40 AM,0,1,30,0,No info,4392,LOW
Jet Airways,18-03-2019,Banglore,New Delhi,BLR?BOM?DEL,BOM,NoSTOP,NoSTOP,NoSTOP,18:40,16-03-2019 0:45,16-3-2019,12:45 AM,0,6,5,1,No info,54826,VERY HIGH
Jet Airways,15-06-2019,Delhi,Cochin,DEL?JAI?BOM?COK,JAI,BOM,NoSTOP,NoSTOP,9:40,19:00,15-06-2019,7:00 PM,0,9,20,2,In-flight meal not included,10368,MEDIUM
Jet Airways,27-05-2019,Delhi,Cochin,DEL?BOM?COK,BOM,NoSTOP,NoSTOP,NoSTOP,22:50,28-05-2019 19:00,28-5-2019,7:00 PM,0,20,10,1,In-flight meal not included,12898,MEDIUM
Air India,01-05-2019,Kolkata,Banglore,CCU?GAU?DEL?BLR,GAU,DEL,NoSTOP,NoSTOP,16:45,02-05-2019 12:30,2-5-2019,12:30 PM,0,19,45,2,No info,14960,MEDIUM
IndiGo,27-05-2019,Delhi,Cochin,DEL?HYD?COK,HYD,NoSTOP,NoSTOP,NoSTOP,8:35,22:30,27-05-2019,10:30 PM,0,13,55,1,No info,6442,LOW
SpiceJet,21-05-2019,Chennai,Kolkata,MAA?CCU,NoSTOP,NoSTOP,NoSTOP,NoSTOP,8:20,10:35,21-05-2019,10:35 AM,0,2,15,0,No info,3597,LOW
Jet Airways,06-06-2019,Delhi,Cochin,DEL?JDH?BOM?COK,JDH,BOM,NoSTOP,NoSTOP,11:40,19:00,06-06-2019,7:00 PM,0,7,20,2,No info,18804,HIGH
Vistara,15-03-2019,Delhi,Cochin,DEL?COK,NoSTOP,NoSTOP,NoSTOP,NoSTOP,6:00,9:10,15-03-2019,9:10 AM,0,3,10,0,No info,6111,LOW
IndiGo,09-06-2019,Delhi,Cochin,DEL?COK,NoSTOP,NoSTOP,NoSTOP,NoSTOP,21:05,10-06-2019 0:20,10-6-2019,12:20 AM,0,3,15,0,No info,6015,LOW
Air India,18-05-2019,Banglore,Delhi,BLR?DEL,NoSTOP,NoSTOP,NoSTOP,NoSTOP,13:20,16:10,18-05-2019,4:10 PM,0,2,50,0,No info,6121,LOW
Jet Airways,24-05-2019,Kolkata,Banglore,CCU?GAU?BLR,GAU,NoSTOP,NoSTOP,NoSTOP,10:20,17:35,24-05-2019,5:35 PM,0,7,15,1,In-flight meal not included,6287,LOW
Jet Airways,09-05-2019,Banglore,Delhi,BLR?DEL,NoSTOP,NoSTOP,NoSTOP,NoSTOP,15:15,18:10,09-05-2019,6:10 PM,0,2,55,0,No info,7229,LOW
IndiGo,12-06-2019,Delhi,Cochin,DEL?HYD?COK,HYD,NoSTOP,NoSTOP,NoSTOP,8:35,16:10,12-06-2019,4:10 PM,0,7,35,1,No info,6442,LOW
Jet Airways,27-04-2019,Banglore,Delhi,BLR?DEL,NoSTOP,NoSTOP,NoSTOP,NoSTOP,15:15,18:10,27-04-2019,6:10 PM,0,2,55,0,In-flight meal not included,4544,LOW
Air India,12-06-2019,Kolkata,Banglore,CCU?BOM?COK?BLR,BOM,COK,NoSTOP,NoSTOP,9:25,13-06-2019 13:45,13-6-2019,1:45 PM,1,28,20,2,No info,11542,MEDIUM
Jet Airways,21-05-2019,Delhi,Cochin,DEL?BOM?COK,BOM,NoSTOP,NoSTOP,NoSTOP,19:45,22-05-2019 4:25,22-5-2019,4:25 AM,0,8,40,1,No info,16079,HIGH
Multiple carriers,27-03-2019,Delhi,Cochin,DEL?HYD?COK,HYD,NoSTOP,NoSTOP,NoSTOP,7:05,16:10,27-03-2019,4:10 PM,0,9,5,1,No info,6076,LOW
Air India,01-04-2019,Kolkata,Banglore,CCU?DEL?COK?BLR,DEL,COK,NoSTOP,NoSTOP,10:00,02-04-2019 1:20,2-4-2019,1:20 AM,0,15,20,2,No info,10408,MEDIUM
Air India,27-03-2019,Delhi,Cochin,DEL?NAG?BOM?COK,NAG,BOM,NoSTOP,NoSTOP,5:55,28-03-2019 19:15,28-3-2019,7:15 PM,1,37,20,2,No info,8446,LOW
GoAir,01-03-2019,Banglore,New Delhi,BLR?DEL,NoSTOP,NoSTOP,NoSTOP,NoSTOP,7:45,10:40,01-03-2019,10:40 AM,0,2,55,0,No info,13663,MEDIUM
Air India,15-05-2019,Delhi,Cochin,DEL?BLR?COK,BLR,NoSTOP,NoSTOP,NoSTOP,20:30,16-05-2019 8:15,16-5-2019,8:15 AM,0,11,45,1,No info,10671,MEDIUM
Air Asia,18-06-2019,Banglore,Delhi,BLR?DEL,NoSTOP,NoSTOP,NoSTOP,NoSTOP,23:55,19-06-2019 2:45,19-6-2019,2:45 AM,0,2,50,0,No info,3383,LOW
Multiple carriers,09-05-2019,Delhi,Cochin,DEL?BOM?COK,BOM,NoSTOP,NoSTOP,NoSTOP,10:20,10-05-2019 1:30,10-5-2019,1:30 AM,0,15,10,1,No info,9021,LOW
Multiple carriers,18-05-2019,Delhi,Cochin,DEL?BOM?COK,BOM,NoSTOP,NoSTOP,NoSTOP,9:00,19:15,18-05-2019,7:15 PM,0,10,15,1,No info,14533,MEDIUM
Jet Airways,06-06-2019,Delhi,Cochin,DEL?LKO?BOM?COK,LKO,BOM,NoSTOP,NoSTOP,11:45,07-06-2019 4:25,7-6-2019,4:25 AM,0,16,40,2,In-flight meal not included,11992,MEDIUM
IndiGo,12-05-2019,Chennai,Kolkata,MAA?CCU,NoSTOP,NoSTOP,NoSTOP,NoSTOP,13:15,15:35,12-05-2019,3:35 PM,0,2,20,0,No info,3597,LOW
IndiGo,09-06-2019,Banglore,Delhi,BLR?DEL,NoSTOP,NoSTOP,NoSTOP,NoSTOP,1:30,4:15,09-06-2019,4:15 AM,0,2,45,0,No info,4077,LOW
Multiple carriers,12-06-2019,Delhi,Cochin,DEL?HYD?COK,HYD,NoSTOP,NoSTOP,NoSTOP,7:05,16:10,12-06-2019,4:10 PM,0,9,5,1,No info,9646,LOW
SpiceJet,01-04-2019,Kolkata,Banglore,CCU?BLR,NoSTOP,NoSTOP,NoSTOP,NoSTOP,22:20,02-04-2019 0:40,2-4-2019,12:40 AM,0,2,20,0,No info,3873,LOW
Jet Airways,09-05-2019,Delhi,Cochin,DEL?AMD?BOM?COK,AMD,BOM,NoSTOP,NoSTOP,19:10,10-05-2019 19:00,10-5-2019,7:00 PM,0,23,50,2,No info,15129,HIGH
IndiGo,09-06-2019,Delhi,Cochin,DEL?BOM?COK,BOM,NoSTOP,NoSTOP,NoSTOP,17:30,10-06-2019 1:30,10-6-2019,1:30 AM,0,8,0,1,No info,6104,LOW
Jet Airways,06-03-2019,Delhi,Cochin,DEL?AMD?BOM?COK,AMD,BOM,NoSTOP,NoSTOP,19:10,08-03-2019 4:25,8-3-2019,4:25 AM,1,33,15,2,In-flight meal not included,16022,HIGH
Jet Airways,09-03-2019,Banglore,New Delhi,BLR?MAA?DEL,MAA,NoSTOP,NoSTOP,NoSTOP,9:45,13-03-2019 0:30,13-3-2019,12:30 AM,0,14,45,1,In-flight meal not included,10562,MEDIUM
Air India,09-03-2019,Delhi,Cochin,DEL?MAA?COK,MAA,NoSTOP,NoSTOP,NoSTOP,6:05,10-03-2019 9:25,10-3-2019,9:25 AM,1,27,20,1,No info,10945,MEDIUM
SpiceJet,27-05-2019,Kolkata,Banglore,CCU?BLR,NoSTOP,NoSTOP,NoSTOP,NoSTOP,9:00,11:25,27-05-2019,11:25 AM,0,2,25,0,No info,3873,LOW
Jet Airways,27-03-2019,Mumbai,Hyderabad,BOM?HYD,NoSTOP,NoSTOP,NoSTOP,NoSTOP,2:55,4:25,27-03-2019,4:25 AM,0,1,30,0,In-flight meal not included,1840,LOW
IndiGo,03-03-2019,Delhi,Cochin,DEL?HYD?COK,HYD,NoSTOP,NoSTOP,NoSTOP,4:55,12:00,03-03-2019,12:00 PM,0,7,5,1,No info,9585,LOW
Jet Airways,18-05-2019,Mumbai,Hyderabad,BOM?HYD,NoSTOP,NoSTOP,NoSTOP,NoSTOP,19:35,21:05,18-05-2019,9:05 PM,0,1,30,0,In-flight meal not included,3210,LOW
IndiGo,09-05-2019,Delhi,Cochin,DEL?BLR?COK,BLR,NoSTOP,NoSTOP,NoSTOP,15:10,20:00,09-05-2019,8:00 PM,0,4,50,1,No info,6147,LOW
Jet Airways,09-05-2019,Kolkata,Banglore,CCU?DEL?BLR,DEL,NoSTOP,NoSTOP,NoSTOP,17:00,23:35,09-05-2019,11:35 PM,0,6,35,1,In-flight meal not included,7341,LOW
Air India,21-05-2019,Delhi,Cochin,DEL?BOM?COK,BOM,NoSTOP,NoSTOP,NoSTOP,9:00,19:15,21-05-2019,7:15 PM,0,10,15,1,No info,8372,LOW
Multiple carriers,27-06-2019,Delhi,Cochin,DEL?BOM?COK,BOM,NoSTOP,NoSTOP,NoSTOP,7:30,19:00,27-06-2019,7:00 PM,0,11,30,1,No info,10877,MEDIUM
Air India,09-05-2019,Delhi,Cochin,DEL?GOI?BOM?COK,GOI,BOM,NoSTOP,NoSTOP,22:00,10-05-2019 19:15,10-5-2019,7:15 PM,0,21,15,2,No info,10441,MEDIUM
IndiGo,06-03-2019,Delhi,Cochin,DEL?BOM?COK,BOM,NoSTOP,NoSTOP,NoSTOP,4:45,21:00,06-03-2019,9:00 PM,0,16,15,1,No info,13611,MEDIUM
Jet Airways,09-03-2019,Banglore,New Delhi,BLR?BOM?DEL,BOM,NoSTOP,NoSTOP,NoSTOP,8:55,13-03-2019 10:45,13-3-2019,10:45 AM,1,25,50,1,In-flight meal not included,11087,MEDIUM
Jet Airways,27-03-2019,Delhi,Cochin,DEL?BOM?COK,BOM,NoSTOP,NoSTOP,NoSTOP,19:15,28-03-2019 19:45,28-3-2019,7:45 PM,0,24,30,1,In-flight meal not included,5963,LOW
IndiGo,24-05-2019,Chennai,Kolkata,MAA?CCU,NoSTOP,NoSTOP,NoSTOP,NoSTOP,13:15,15:35,24-05-2019,3:35 PM,0,2,20,0,No info,3597,LOW
Jet Airways,12-06-2019,Kolkata,Banglore,CCU?BOM?BLR,BOM,NoSTOP,NoSTOP,NoSTOP,18:55,13-06-2019 10:05,13-6-2019,10:05 AM,0,15,10,1,In-flight meal not included,8529,LOW
Multiple carriers,12-06-2019,Delhi,Cochin,DEL?BOM?COK,BOM,NoSTOP,NoSTOP,NoSTOP,4:55,19:00,12-06-2019,7:00 PM,0,14,5,1,No info,10678,MEDIUM
IndiGo,27-03-2019,Delhi,Cochin,DEL?BOM?COK,BOM,NoSTOP,NoSTOP,NoSTOP,8:25,21:00,27-03-2019,9:00 PM,0,12,35,1,No info,8285,LOW
Jet Airways,12-06-2019,Delhi,Cochin,DEL?BOM?COK,BOM,NoSTOP,NoSTOP,NoSTOP,2:15,12:35,12-06-2019,12:35 PM,0,10,20,1,No info,18371,HIGH
Jet Airways,06-06-2019,Kolkata,Banglore,CCU?DEL?BLR,DEL,NoSTOP,NoSTOP,NoSTOP,20:25,07-06-2019 9:45,7-6-2019,9:45 AM,0,13,20,1,No info,12692,MEDIUM
IndiGo,24-04-2019,Banglore,Delhi,BLR?DEL,NoSTOP,NoSTOP,NoSTOP,NoSTOP,6:05,8:50,24-04-2019,8:50 AM,0,2,45,0,No info,4423,LOW
Jet Airways,09-06-2019,Banglore,Delhi,BLR?DEL,NoSTOP,NoSTOP,NoSTOP,NoSTOP,19:50,22:50,09-06-2019,10:50 PM,0,3,0,0,In-flight meal not included,7229,LOW
IndiGo,03-03-2019,Banglore,New Delhi,BLR?DEL,NoSTOP,NoSTOP,NoSTOP,NoSTOP,23:30,04-03-2019 2:20,4-3-2019,2:20 AM,0,2,50,0,No info,6144,LOW
Jet Airways,01-06-2019,Delhi,Cochin,DEL?NAG?BOM?COK,NAG,BOM,NoSTOP,NoSTOP,6:45,02-06-2019 4:25,2-6-2019,4:25 AM,0,21,40,2,In-flight meal not included,10919,MEDIUM
IndiGo,27-03-2019,Kolkata,Banglore,CCU?BLR,NoSTOP,NoSTOP,NoSTOP,NoSTOP,21:25,28-03-2019 0:05,28-3-2019,12:05 AM,0,2,40,0,No info,4148,LOW
SpiceJet,24-03-2019,Banglore,New Delhi,BLR?DEL,NoSTOP,NoSTOP,NoSTOP,NoSTOP,20:30,23:20,24-03-2019,11:20 PM,0,2,50,0,No check-in baggage included,3873,LOW
Jet Airways,21-03-2019,Delhi,Cochin,DEL?JAI?BOM?COK,JAI,BOM,NoSTOP,NoSTOP,9:40,18:50,21-03-2019,6:50 PM,0,9,10,2,No info,11702,MEDIUM
IndiGo,06-03-2019,Delhi,Cochin,DEL?BOM?COK,BOM,NoSTOP,NoSTOP,NoSTOP,17:10,07-03-2019 1:35,7-3-2019,1:35 AM,0,8,25,1,No info,14871,MEDIUM
Air India,18-03-2019,Banglore,New Delhi,BLR?BOM?IDR?DEL,BOM,IDR,NoSTOP,NoSTOP,6:45,16-03-2019 11:10,16-3-2019,11:10 AM,1,28,25,2,No info,11234,MEDIUM
IndiGo,06-06-2019,Delhi,Cochin,DEL?HYD?COK,HYD,NoSTOP,NoSTOP,NoSTOP,14:20,22:30,06-06-2019,10:30 PM,0,8,10,1,No info,6938,LOW
IndiGo,12-06-2019,Delhi,Cochin,DEL?BOM?COK,BOM,NoSTOP,NoSTOP,NoSTOP,8:30,21:00,12-06-2019,9:00 PM,0,12,30,1,No info,6093,LOW
IndiGo,15-05-2019,Banglore,Delhi,BLR?DEL,NoSTOP,NoSTOP,NoSTOP,NoSTOP,10:10,13:00,15-05-2019,1:00 PM,0,2,50,0,No info,3943,LOW
Jet Airways,06-06-2019,Mumbai,Hyderabad,BOM?HYD,NoSTOP,NoSTOP,NoSTOP,NoSTOP,10:20,11:50,06-06-2019,11:50 AM,0,1,30,0,No info,8040,LOW
Jet Airways,09-05-2019,Delhi,Cochin,DEL?AMD?BOM?COK,AMD,BOM,NoSTOP,NoSTOP,23:05,10-05-2019 12:35,10-5-2019,12:35 PM,0,13,30,2,No info,15129,HIGH
SpiceJet,09-05-2019,Chennai,Kolkata,MAA?CCU,NoSTOP,NoSTOP,NoSTOP,NoSTOP,17:45,20:05,09-05-2019,8:05 PM,0,2,20,0,No info,3597,LOW
Vistara,06-05-2019,Kolkata,Banglore,CCU?DEL?BLR,DEL,NoSTOP,NoSTOP,NoSTOP,7:10,18:50,06-05-2019,6:50 PM,0,11,40,1,No info,8610,LOW
Jet Airways,01-05-2019,Kolkata,Banglore,CCU?DEL?BLR,DEL,NoSTOP,NoSTOP,NoSTOP,17:00,23:35,01-05-2019,11:35 PM,0,6,35,1,No info,13067,MEDIUM
SpiceJet,09-05-2019,Banglore,Delhi,BLR?DEL,NoSTOP,NoSTOP,NoSTOP,NoSTOP,9:30,12:20,09-05-2019,12:20 PM,0,2,50,0,No info,4991,LOW
SpiceJet,01-04-2019,Kolkata,Banglore,CCU?MAA?BLR,MAA,NoSTOP,NoSTOP,NoSTOP,15:05,20:20,01-04-2019,8:20 PM,0,5,15,1,No info,4649,LOW
SpiceJet,18-05-2019,Chennai,Kolkata,MAA?CCU,NoSTOP,NoSTOP,NoSTOP,NoSTOP,8:20,10:35,18-05-2019,10:35 AM,0,2,15,0,No info,3597,LOW
Jet Airways,21-05-2019,Delhi,Cochin,DEL?BOM?COK,BOM,NoSTOP,NoSTOP,NoSTOP,8:00,19:00,21-05-2019,7:00 PM,0,11,0,1,In-flight meal not included,12898,MEDIUM
Jet Airways,27-03-2019,Delhi,Cochin,DEL?IXC?BOM?COK,IXC,BOM,NoSTOP,NoSTOP,6:20,28-03-2019 19:45,28-3-2019,7:45 PM,1,37,25,2,In-flight meal not included,9296,LOW
IndiGo,03-03-2019,Banglore,New Delhi,BLR?DEL,NoSTOP,NoSTOP,NoSTOP,NoSTOP,16:55,19:45,03-03-2019,7:45 PM,0,2,50,0,No info,8855,LOW
Jet Airways,06-06-2019,Delhi,Cochin,DEL?BOM?COK,BOM,NoSTOP,NoSTOP,NoSTOP,21:50,07-06-2019 19:00,7-6-2019,7:00 PM,0,21,10,1,In-flight meal not included,10262,MEDIUM
IndiGo,24-06-2019,Banglore,Delhi,BLR?DEL,NoSTOP,NoSTOP,NoSTOP,NoSTOP,6:05,8:50,24-06-2019,8:50 AM,0,2,45,0,No info,3943,LOW
Multiple carriers,03-06-2019,Delhi,Cochin,DEL?BOM?COK,BOM,NoSTOP,NoSTOP,NoSTOP,12:50,19:15,03-06-2019,7:15 PM,0,6,25,1,No info,9001,LOW
Multiple carriers,18-05-2019,Delhi,Cochin,DEL?BOM?COK,BOM,NoSTOP,NoSTOP,NoSTOP,10:20,19-05-2019 1:30,19-5-2019,1:30 AM,0,15,10,1,No info,7670,LOW
Multiple carriers,03-06-2019,Delhi,Cochin,DEL?BOM?COK,BOM,NoSTOP,NoSTOP,NoSTOP,17:45,04-06-2019 1:30,4-6-2019,1:30 AM,0,7,45,1,No info,7530,LOW
IndiGo,01-05-2019,Kolkata,Banglore,CCU?PAT?BLR,PAT,NoSTOP,NoSTOP,NoSTOP,9:20,14:15,01-05-2019,2:15 PM,0,4,55,1,No info,8443,LOW
SpiceJet,01-04-2019,Delhi,Cochin,DEL?MAA?COK,MAA,NoSTOP,NoSTOP,NoSTOP,6:05,11:20,01-04-2019,11:20 AM,0,5,15,1,No info,5351,LOW
Vistara,21-03-2019,Delhi,Cochin,DEL?COK,NoSTOP,NoSTOP,NoSTOP,NoSTOP,6:00,9:10,21-03-2019,9:10 AM,0,3,10,0,No info,6688,LOW
Jet Airways,12-03-2019,Banglore,New Delhi,BLR?BOM?DEL,BOM,NoSTOP,NoSTOP,NoSTOP,20:35,13-03-2019 19:10,13-3-2019,7:10 PM,0,22,35,1,In-flight meal not included,11087,MEDIUM
Air India,15-03-2019,Banglore,New Delhi,BLR?CCU?BBI?DEL,CCU,BBI,NoSTOP,NoSTOP,5:50,16-03-2019 12:05,16-3-2019,12:05 PM,1,30,15,2,No info,7664,LOW
IndiGo,15-04-2019,Kolkata,Banglore,CCU?HYD?BLR,HYD,NoSTOP,NoSTOP,NoSTOP,15:15,20:30,15-04-2019,8:30 PM,0,5,15,1,No info,4775,LOW
GoAir,27-06-2019,Kolkata,Banglore,CCU?BLR,NoSTOP,NoSTOP,NoSTOP,NoSTOP,15:20,17:55,27-06-2019,5:55 PM,0,2,35,0,No info,3514,LOW
Jet Airways,24-06-2019,Delhi,Cochin,DEL?NAG?BOM?COK,NAG,BOM,NoSTOP,NoSTOP,6:45,25-06-2019 4:25,25-6-2019,4:25 AM,0,21,40,2,No info,13376,MEDIUM
Jet Airways,12-06-2019,Delhi,Cochin,DEL?ATQ?BOM?COK,ATQ,BOM,NoSTOP,NoSTOP,8:10,13-06-2019 12:35,13-6-2019,12:35 PM,1,28,25,2,No info,14300,MEDIUM
Air India,27-06-2019,Delhi,Cochin,DEL?MAA?COK,MAA,NoSTOP,NoSTOP,NoSTOP,20:40,28-06-2019 9:25,28-6-2019,9:25 AM,0,12,45,1,No info,7480,LOW
IndiGo,12-05-2019,Mumbai,Hyderabad,BOM?HYD,NoSTOP,NoSTOP,NoSTOP,NoSTOP,21:20,22:50,12-05-2019,10:50 PM,0,1,30,0,No info,2227,LOW
Air Asia,18-05-2019,Delhi,Cochin,DEL?BLR?COK,BLR,NoSTOP,NoSTOP,NoSTOP,7:55,22:25,18-05-2019,10:25 PM,0,14,30,1,No info,7452,LOW
Air Asia,24-05-2019,Kolkata,Banglore,CCU?BLR,NoSTOP,NoSTOP,NoSTOP,NoSTOP,10:20,12:55,24-05-2019,12:55 PM,0,2,35,0,No info,4409,LOW
